rent,size_sqm,district,year,source,price_per_sqm,size_category,rent_category,period
629.0,69.06,Hellersdorf,2018,Immobilienscout24,9.10802200984651,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1091.0,64.2,Kreuzberg,2018,Immobilienscout24,16.993769470404985,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
783.0,82.8,Pankow,2018,Immobilienscout24,9.456521739130435,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1884.6,139.6,Grünau,2018,Immobilienscout24,13.5,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
3300.0,217.57,Wilmersdorf,2018,Immobilienscout24,15.167532288458887,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
800.0,42.0,Wedding,2018,Immobilienscout24,19.047619047619047,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1800.0,102.0,Mitte,2018,Immobilienscout24,17.647058823529413,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1470.0,86.0,Tiergarten,2018,Immobilienscout24,17.093023255813954,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
2800.0,210.0,Charlottenburg,2018,Immobilienscout24,13.333333333333334,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1929.36,100.75,Tiergarten,2018,Immobilienscout24,19.149975186104218,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
450.0,38.86,Spandau,2018,Immobilienscout24,11.580030880082347,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
685.4,68.54,Buckow,2018,Immobilienscout24,9.999999999999998,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1655.0,122.62,Neukölln,2018,Immobilienscout24,13.496982547708367,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
3600.0,190.0,Wilmersdorf,2018,Immobilienscout24,18.94736842105263,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1534.5,99.0,Mitte,2018,Immobilienscout24,15.5,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1675.44,93.08,Schöneberg,2018,Immobilienscout24,18.0,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
819.0,64.5,Marienfelde,2018,Immobilienscout24,12.69767441860465,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1540.0,110.0,Köpenick,2018,Immobilienscout24,14.0,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
531.0,59.0,Oberschöneweide,2018,Immobilienscout24,9.0,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
652.53,67.69,Niederschönhausen,2018,Immobilienscout24,9.63997636283055,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
592.22,63.68,Tegel,2018,Immobilienscout24,9.299937185929648,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1800.0,62.86,Mitte,2018,Immobilienscout24,28.635062042634427,Groß (60-100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1487.0,136.0,Schöneberg,2018,Immobilienscout24,10.933823529411764,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
892.73,52.49,Dahlem,2018,Immobilienscout24,17.007620499142693,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1499.43,77.49,Schöneberg,2018,Immobilienscout24,19.34998064266357,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1073.0,60.0,Tiergarten,2018,Immobilienscout24,17.883333333333333,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
780.0,55.0,Weißensee,2018,Immobilienscout24,14.181818181818182,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
516.99,45.63,Karlshorst,2018,Immobilienscout24,11.330046022353715,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1176.0,58.51,Tiergarten,2018,Immobilienscout24,20.0991283541275,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
900.0,65.0,Wannsee,2018,Immobilienscout24,13.846153846153847,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1345.52,61.16,Friedrichshain,2018,Immobilienscout24,22.0,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
2379.41,122.65,Tiergarten,2018,Immobilienscout24,19.4,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
380.88,55.28,Rudow,2018,Immobilienscout24,6.890014471780029,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
585.0,65.2,Spandau,2018,Immobilienscout24,8.97239263803681,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
429.43,58.0,Reinickendorf,2018,Immobilienscout24,7.40396551724138,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1320.0,82.0,Prenzlauer,2018,Immobilienscout24,16.097560975609756,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1615.0,73.01,Mitte,2018,Immobilienscout24,22.12025749897274,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
740.0,35.1,Friedrichshain,2018,Immobilienscout24,21.08262108262108,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
460.0,23.0,Friedrichsfelde,2018,Immobilienscout24,20.0,Klein (< 30 m²),Günstig (< 800 €),Vor Corona (2018-2019)
3200.0,160.0,Tiergarten,2018,Immobilienscout24,20.0,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
845.24,114.0,Spandau,2018,Immobilienscout24,7.414385964912281,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1087.15,62.48,Tiergarten,2018,Immobilienscout24,17.399967989756725,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
740.0,56.21,Wedding,2018,Immobilienscout24,13.164917274506315,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1800.0,95.74,Rahnsdorf,2018,Immobilienscout24,18.80091915604763,Groß (60-100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
675.0,70.96,Reinickendorf,2018,Immobilienscout24,9.51240135287486,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1553.0,77.66,Prenzlauer,2018,Immobilienscout24,19.997424671645636,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1700.0,112.0,Schöneberg,2018,Immobilienscout24,15.178571428571429,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
650.0,50.0,Lankwitz,2018,Immobilienscout24,13.0,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1680.0,139.07,Niederschönhausen,2018,Immobilienscout24,12.080247357445892,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
777.0,45.17,Reinickendorf,2018,Immobilienscout24,17.201682532654416,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2907.0,188.0,Charlottenburg,2018,Immobilienscout24,15.462765957446809,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
972.0,108.0,Spandau,2018,Immobilienscout24,9.0,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
870.0,62.2,Wedding,2018,Immobilienscout24,13.987138263665594,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
590.0,26.35,Mitte,2018,Immobilienscout24,22.39089184060721,Klein (< 30 m²),Günstig (< 800 €),Vor Corona (2018-2019)
440.0,38.0,Johannisthal,2018,Immobilienscout24,11.578947368421053,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
856.6,79.0,Adlershof,2018,Immobilienscout24,10.843037974683545,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
560.0,45.0,Lichterfelde,2018,Immobilienscout24,12.444444444444445,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1196.0,77.21,Charlottenburg,2018,Immobilienscout24,15.490221473902345,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
485.0,53.29,Steglitz,2018,Immobilienscout24,9.101144680052542,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1800.0,110.0,Kreuzberg,2018,Immobilienscout24,16.363636363636363,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1250.0,75.0,Kreuzberg,2018,Immobilienscout24,16.666666666666668,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1200.0,72.0,Hermsdorf,2018,Immobilienscout24,16.666666666666668,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
725.0,67.0,Neukölln,2018,Immobilienscout24,10.82089552238806,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
613.18,85.08,Haselhorst,2018,Immobilienscout24,7.207099200752233,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
550.0,39.0,Prenzlauer,2018,Immobilienscout24,14.102564102564102,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2065.5,121.5,Mitte,2018,Immobilienscout24,17.0,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
678.0,78.93,Spandau,2018,Immobilienscout24,8.589889775750665,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1000.0,75.0,Lichterfelde,2018,Immobilienscout24,13.333333333333334,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1263.7,126.37,Frohnau,2018,Immobilienscout24,10.0,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
950.0,100.0,Britz,2018,Immobilienscout24,9.5,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
2290.0,210.0,Wilmersdorf,2018,Immobilienscout24,10.904761904761905,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1350.0,82.43,Friedrichshain,2018,Immobilienscout24,16.377532451777263,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
454.0,31.83,Wedding,2018,Immobilienscout24,14.263273641218976,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
640.0,27.15,Wedding,2018,Immobilienscout24,23.572744014732965,Klein (< 30 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1158.3,90.0,Lichterfelde,2018,Immobilienscout24,12.87,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1249.8,94.61,Friedenau,2018,Immobilienscout24,13.210020082443716,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1617.85,123.5,Heiligensee,2018,Immobilienscout24,13.1,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1100.0,84.44,Grünau,2018,Immobilienscout24,13.027001421127428,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1150.0,56.79,Charlottenburg,2018,Immobilienscout24,20.25004402183483,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
618.01,36.83,Mitte,2018,Immobilienscout24,16.780070594623947,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1300.0,98.56,Karlshorst,2018,Immobilienscout24,13.189935064935066,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1450.0,110.58,Kladow,2018,Immobilienscout24,13.11267860372581,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
606.54,55.14,Oberschöneweide,2018,Immobilienscout24,11.0,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
635.12,63.95,Marienfelde,2018,Immobilienscout24,9.93150899139953,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
344.0,48.61,Lichtenberg,2018,Immobilienscout24,7.076733182472743,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
560.0,65.56,Spandau,2018,Immobilienscout24,8.541793776693105,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
435.54,51.3,Karlshorst,2018,Immobilienscout24,8.490058479532165,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1823.85,130.93,Mitte,2018,Immobilienscout24,13.92996257542198,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1650.0,83.53,Friedrichshain,2018,Immobilienscout24,19.75338201843649,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1965.0,131.0,Friedrichshain,2018,Immobilienscout24,15.0,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
800.0,87.74,Niederschönhausen,2018,Immobilienscout24,9.117848187827674,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1676.91,87.43,Tiergarten,2018,Immobilienscout24,19.180029738076176,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1806.37,116.54,Prenzlauer,2018,Immobilienscout24,15.499999999999998,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
842.68,91.1,Kladow,2018,Immobilienscout24,9.250054884742042,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
3250.0,186.0,Grunewald,2018,Immobilienscout24,17.473118279569892,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1799.0,93.0,Wilmersdorf,2018,Immobilienscout24,19.344086021505376,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1315.0,82.07,Prenzlauer,2018,Immobilienscout24,16.022907274278058,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1911.33,141.58,Tiergarten,2018,Immobilienscout24,13.499999999999998,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
868.0,82.68,Rosenthal,2018,Immobilienscout24,10.498306724721818,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1600.0,130.0,Mitte,2018,Immobilienscout24,12.307692307692308,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1161.94,132.74,Spandau,2018,Immobilienscout24,8.753503088744914,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1249.0,77.12,Charlottenburg,2018,Immobilienscout24,16.195539419087137,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1200.0,75.0,Wilmersdorf,2018,Immobilienscout24,16.0,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
280.14,40.02,Lankwitz,2018,Immobilienscout24,6.999999999999999,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
300.0,32.0,Schmargendorf,2018,Immobilienscout24,9.375,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
625.0,39.37,Wedding,2018,Immobilienscout24,15.875031750063501,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
425.0,32.92,Spandau,2018,Immobilienscout24,12.910085054678007,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1750.0,85.0,Mitte,2018,Immobilienscout24,20.58823529411765,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1150.0,67.55,Prenzlauer,2018,Immobilienscout24,17.024426350851222,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1399.0,111.54,Köpenick,2018,Immobilienscout24,12.542585619508696,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
768.0,64.0,Altglienicke,2018,Immobilienscout24,12.0,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1495.0,104.75,Niederschönhausen,2018,Immobilienscout24,14.272076372315036,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
770.0,77.0,Niederschönhausen,2018,Immobilienscout24,10.0,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
575.0,53.0,Charlottenburg,2018,Immobilienscout24,10.849056603773585,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1040.8,65.05,Neukölln,2018,Immobilienscout24,16.0,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1250.0,109.0,Grünau,2018,Immobilienscout24,11.46788990825688,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
770.77,70.07,Steglitz,2018,Immobilienscout24,11.0,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1438.0,57.5,Kreuzberg,2018,Immobilienscout24,25.008695652173913,Mittel (30-60 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1037.9,47.78,Friedrichshain,2018,Immobilienscout24,21.72247802427794,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1110.12,92.51,Neukölln,2018,Immobilienscout24,11.999999999999998,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1500.0,70.0,Tiergarten,2018,Immobilienscout24,21.428571428571427,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
510.0,20.0,Wedding,2018,Immobilienscout24,25.5,Klein (< 30 m²),Günstig (< 800 €),Vor Corona (2018-2019)
851.0,74.0,Tiergarten,2018,Immobilienscout24,11.5,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1056.0,96.02,Weißensee,2018,Immobilienscout24,10.997708810664445,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
530.33,70.71,Neu,2018,Immobilienscout24,7.500070711356245,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
997.0,62.78,Prenzlauer,2018,Immobilienscout24,15.880853775087607,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1050.0,55.0,Schöneberg,2018,Immobilienscout24,19.09090909090909,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
670.87,90.37,Marzahn,2018,Immobilienscout24,7.4235918999668025,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
749.47,66.56,Johannisthal,2018,Immobilienscout24,11.26006610576923,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
550.0,48.0,Mitte,2018,Immobilienscout24,11.458333333333334,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
679.0,69.57,Hellersdorf,2018,Immobilienscout24,9.759954003162283,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
400.0,32.0,Friedrichshain,2018,Immobilienscout24,12.5,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
599.0,59.86,Reinickendorf,2018,Immobilienscout24,10.006682258603409,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
540.44,77.32,Marzahn,2018,Immobilienscout24,6.989653388515262,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
825.0,67.92,Charlottenburg,2018,Immobilienscout24,12.146643109540635,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
850.0,84.0,Zehlendorf,2018,Immobilienscout24,10.119047619047619,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1637.0,149.0,Dahlem,2018,Immobilienscout24,10.986577181208053,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
545.0,40.41,Charlottenburg,2018,Immobilienscout24,13.486760702796339,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1100.0,48.56,Charlottenburg,2018,Immobilienscout24,22.652388797364086,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
865.0,81.0,Rudow,2018,Immobilienscout24,10.679012345679013,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
944.35,58.22,Charlottenburg,2018,Immobilienscout24,16.220371006526968,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
973.47,102.47,Niederschönhausen,2018,Immobilienscout24,9.500048794769201,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
395.84,38.31,Spandau,2018,Immobilienscout24,10.332550247977029,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
949.0,88.68,Hellersdorf,2018,Immobilienscout24,10.701398285972033,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
982.0,91.8,Weißensee,2018,Immobilienscout24,10.697167755991286,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1000.0,63.0,Mitte,2018,Immobilienscout24,15.873015873015873,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
450.0,62.25,Spandau,2018,Immobilienscout24,7.228915662650603,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1698.64,99.92,Prenzlauer,2018,Immobilienscout24,17.0,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1375.0,105.08,Karlshorst,2018,Immobilienscout24,13.085268366958507,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
734.5,56.5,Lichterfelde,2018,Immobilienscout24,13.0,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
717.35,74.31,Siemensstadt,2018,Immobilienscout24,9.653478670434666,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
599.0,61.08,Marzahn,2018,Immobilienscout24,9.806810740013098,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1328.78,91.64,Kreuzberg,2018,Immobilienscout24,14.5,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
660.34,66.48,Alt,2018,Immobilienscout24,9.932912154031287,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1250.0,90.0,Kreuzberg,2018,Immobilienscout24,13.88888888888889,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1200.0,48.0,Friedrichshain,2018,Immobilienscout24,25.0,Mittel (30-60 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1151.96,66.78,Tiergarten,2018,Immobilienscout24,17.250074872716382,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1250.0,79.0,Grunewald,2018,Immobilienscout24,15.822784810126583,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
300.0,22.3,Reinickendorf,2018,Immobilienscout24,13.452914798206278,Klein (< 30 m²),Günstig (< 800 €),Vor Corona (2018-2019)
945.0,70.0,Prenzlauer,2018,Immobilienscout24,13.5,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
2287.35,152.49,Mitte,2018,Immobilienscout24,14.999999999999998,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
450.0,40.0,Tiergarten,2018,Immobilienscout24,11.25,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1215.0,62.52,Tiergarten,2018,Immobilienscout24,19.433781190019193,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
507.0,36.06,Prenzlauer,2018,Immobilienscout24,14.059900166389351,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
585.0,25.1,Wedding,2018,Immobilienscout24,23.306772908366533,Klein (< 30 m²),Günstig (< 800 €),Vor Corona (2018-2019)
669.0,54.79,Karow,2018,Immobilienscout24,12.210257346231064,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
650.0,51.0,Reinickendorf,2018,Immobilienscout24,12.745098039215685,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
510.77,46.14,Karow,2018,Immobilienscout24,11.070004334633722,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
750.0,61.0,Baumschulenweg,2018,Immobilienscout24,12.295081967213115,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1855.0,125.6,Charlottenburg,2018,Immobilienscout24,14.769108280254779,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1348.0,84.2,Wilmersdorf,2018,Immobilienscout24,16.009501187648457,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
869.0,43.25,Weißensee,2018,Immobilienscout24,20.09248554913295,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1000.0,42.0,Wedding,2018,Immobilienscout24,23.80952380952381,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
277.81,32.32,Friedrichsfelde,2018,Immobilienscout24,8.595606435643564,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
980.0,54.28,Mitte,2018,Immobilienscout24,18.054532056005893,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
761.0,63.45,Lankwitz,2018,Immobilienscout24,11.993695823483057,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1100.0,82.0,Altglienicke,2018,Immobilienscout24,13.414634146341463,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
2850.0,131.0,Mitte,2018,Immobilienscout24,21.755725190839694,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
604.99,84.14,Hellersdorf,2018,Immobilienscout24,7.190278107915379,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
479.0,47.82,Marzahn,2018,Immobilienscout24,10.01672940192388,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
341.67,49.09,Neukölln,2018,Immobilienscout24,6.9600733346913835,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
520.0,60.29,Köpenick,2018,Immobilienscout24,8.624979266876762,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
680.0,37.39,Friedrichsfelde,2018,Immobilienscout24,18.18668093073014,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
677.0,86.08,Karow,2018,Immobilienscout24,7.864776951672862,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
374.88,69.68,Kaulsdorf,2018,Immobilienscout24,5.3800229621125135,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
720.0,42.0,Wilmersdorf,2018,Immobilienscout24,17.142857142857142,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
770.0,77.0,Pankow,2018,Immobilienscout24,10.0,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1174.2,93.73,Charlottenburg,2018,Immobilienscout24,12.527472527472527,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
818.0,65.0,Adlershof,2018,Immobilienscout24,12.584615384615384,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
810.61,64.85,Lichtenrade,2018,Immobilienscout24,12.499768696993062,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
689.0,70.0,Johannisthal,2018,Immobilienscout24,9.842857142857143,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
699.58,56.6,Lichtenberg,2018,Immobilienscout24,12.360070671378093,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
